pbo;Probability of Backtest Overfitting
pBrackets;Plot Brackets
PBRF;The Probability of Being in Response Function and Its Variance Estimates
pbs;Periodic B Splines
PBSadmb;ADMB for R Using Scripts or GUI
PBSddesolve;Solver for Delay Differential Equations
PBSmapping;Mapping Fisheries Data and Spatial Analysis Tools
PBSmodelling;GUI Tools Made Easy: Interact with Models and Explore Data
pbv;Probabilities for Bivariate Normal Distribution
pca3d;Three Dimensional PCA Plots
PCA4TS;Segmenting Multiple Time Series by Contemporaneous Linear Transformation
PCA4you;PCA Plotting in a User Friendly Way
pcaBootPlot;Create 2D Principal Component Plots with Bootstrapping
pcadapt;Fast Principal Component Analysis for Outlier Detection
PCADSC;Tools for Principal Component Analysis-Based Data Structure Comparisons
pcaL1;L1-Norm PCA Methods
pcalg;Methods for Graphical Models and Causal Inference
pCalibrate;Bayesian Calibrations of P-Values
PCAmixdata;Multivariate Analysis of Mixed Data
pcaPP;Robust PCA by Projection Pursuit
pccc;Pediatric Complex Chronic Conditions
PCDimension;Finding the Number of Significant Principal Components
pcdpca;Dynamic Principal Components for Periodically Correlated Functional Time Series
PCDSpline;Semiparametric regression analysis of panel count data using monotone splines
pcensmix;Model Fitting to Progressively Censored Mixture Data
pcev;Principal Component of Explained Variance
pcFactorStan;Stan Models for the Paired Comparison Factor Model
PCFAM;Computation of Ancestry Scores with Mixed Families and Unrelated Individuals
pcg;Preconditioned Conjugate Gradient Algorithm for solving Ax=b
pcgen;Reconstruction of Causal Networks for Data with Random Genetic Effects
PCGSE;Principal Component Gene Set Enrichment
pch;Piecewise Constant Hazards Models for Censored and Truncated Data
PCICt;Implementation of POSIXct Work-Alike for 365 and 360 Day Calendars
pcIRT;IRT Models for Polytomous and Continuous Item Responses
PCIT;Partial Correlation Coefficient with Information Theory
pcLasso;Principal Components Lasso
pcmabc;Approximate Bayesian Computations for Phylogenetic Comparative Methods
PCMBase;Simulation and Likelihood Calculation of Phylogenetic Comparative Models
PCMBaseCpp;Fast Likelihood Calculation for Phylogenetic Comparative Models
PCMRS;Model Response Styles in Partial Credit Models
pcnetmeta;Patient-Centered Network Meta-Analysis
pco;Panel Cointegration Tests
pCODE;Estimation of an Ordinary Differential Equation Model by Parameter Cascade Method
PCovR;Principal Covariates Regression
PCPS;Principal Coordinates of Phylogenetic Structure
pcr;Analyzing Real-Time Quantitative PCR Data
pcrcoal;Implementing the Coalescent Approach to PCR Simulation Developed by Weiss and Von Haeseler (NAR, 1997)
PCRedux;Quantitative Polymerase Chain Reaction (qPCR) Data Mining and Machine Learning Toolkit
pcrsim;Simulation of the Forensic DNA Process
PCS;Calculate the probability of correct selection (PCS)
pcse;Panel-Corrected Standard Error Estimation in R
PCSinR;Parallel Constraint Satisfaction Networks in R
pct;Propensity to Cycle Tool
pdc;Permutation Distribution Clustering
pder;Panel Data Econometrics with R
pdfCluster;Cluster Analysis via Nonparametric Density Estimation
PDFEstimator;Nonparametric Probability Density Estimator
pdfetch;Fetch Economic and Financial Time Series Data from Public Sources
pdfsearch;Search Tools for PDF Files
pdftables;Programmatic Conversion of PDF Tables
pdftools;Text Extraction, Rendering and Converting of PDF Documents
pdist;Partitioned Distance Function
PDM;Photogrammetric Distances Measurer
pdmod;Proximal/Distal Modeling Framework for Pavlovian Conditioning Phenomena
PDN;Personalized Disease Network
pdp;Partial Dependence Plots
PdPDB;Pattern Discovery in PDB Structures of Metalloproteins
pdqr;Work with Custom Distribution Functions
PDQutils;PDQ Functions via Gram Charlier, Edgeworth, and Cornish Fisher Approximations
pdR;Threshold Model and Unit Root Tests in Cross-Section and Time Series Data
pds3;Manipulate PDS3 ODL Files
PDSCE;Positive definite sparse covariance estimators
PDShiny;'Probability Distribution Shiny'
pdSpecEst;An Analysis Toolbox for Hermitian Positive Definite Matrices
Peacock.test;Two and Three Dimensional Kolmogorov-Smirnov Two-Sample Tests
peacots;Periodogram Peaks in Correlated Time Series
PeakError;Compute the Annotation Error of Peak Calls
peakPick;Peak Picking Methods Inspired by Biological Data
peakRAM;Monitor the Total and Peak RAM Used by an Expression or Function
PeakSegDisk;Disk-Based Constrained Change-Point Detection
PeakSegDP;Dynamic Programming Algorithm for Peak Detection in ChIP-Seq Data
PeakSegJoint;Joint Peak Detection in Several ChIP-Seq Samples
PeakSegOptimal;Optimal Segmentation Subject to Up-Down Constraints
pear;Package for Periodic Autoregression Analysis
pearson7;Maximum Likelihood Inference for the Pearson VII Distribution with Shape Parameter 3/2
PearsonDS;Pearson Distribution System
PearsonICA;Independent component analysis using score functions from the Pearson system
pec;Prediction Error Curves for Risk Prediction Models in Survival Analysis
pedantics;Functions to Facilitate Power and Sensitivity Analyses for Genetic Studies of Natural Populations
PedCNV;An implementation for association analysis with CNV data
pedgene;Gene-Level Statistics for Pedigree Data
pedigree;Pedigree functions
pedigreemm;Pedigree-based mixed-effects models
pedigreeTools;Versatile Functions for Working with Pedigrees
pedmut;Mutation Models for Pedigree Likelihood Computations
pedometrics;Pedometric Tools and Techniques
pedprobr;Probability Computations on Pedigrees
pedquant;Public Economic Data and Quantitative Analysis
pedtools;Creating and Working with Pedigrees and Marker Data
PeerPerformance;Luck-Corrected Peer Performance Analysis in R
pegas;Population and Evolutionary Genetics Analysis System
PEGroupTesting;Population Proportion Estimation using Group Testing
PEIP;Geophysical Inverse Theory and Optimization
PELVIS;Probabilistic Sex Estimate using Logistic Regression, Based on VISual Traits of the Human Os Coxae
PEMM;A Penalized EM algorithm incorporating missing-data mechanism
pems.utils;Portable Emissions (and Other Mobile) Measurement System Utilities
penalized;L1 (Lasso and Fused Lasso) and L2 (Ridge) Penalized Estimation in GLMs and in the Cox Model
penalizedLDA;Penalized Classification using Fisher's Linear Discriminant
penalizedSVM;Feature Selection SVM using Penalty Functions
penaltyLearning;Penalty Learning
pencopula;Flexible Copula Density Estimation with Penalized Hierarchical B-Splines
pencopulaCond;Estimating Non-Simplified Vine Copulas Using Penalized Splines
PenCoxFrail;Regularization in Cox Frailty Models
pendensity;Density Estimation with a Penalized Mixture Approach
penDvine;Flexible Pair-Copula Estimation in D-Vines using Bivariate Penalized Splines
penMSM;Estimating Regularized Multi-state Models Using L1 Penalties
penPHcure;Variable Selection in PH Cure Model with Time-Varying Covariates
pense;Penalized Elastic Net S/MM-Estimator of Regression
pensim;Simulation of high-dimensional data and parallelized repeated penalized regression
peperr;Parallelised Estimation of Prediction Error
PepPrep;Insilico peptide mutation, digestion and homologous comparison
PepSAVIms;PepSAVI-MS Data Analysis
peptider;Evaluation of Diversity in Nucleotide Libraries
Peptides;Calculate Indices and Theoretical Physicochemical Properties of Protein Sequences
pequod;Moderated Regression Package
perARMA;Periodic Time Series Analysis
Perc;Using Percolation and Conductance to Find Information Flow Certainty in a Direct Network
perccal;Implementing Double Bootstrap Linear Regression Confidence Intervals Using the 'perc-cal' Method
perccalc;Estimate Percentiles from an Ordered Categorical Variable
perfectphyloR;Reconstruct Perfect Phylogenies from DNA Sequence Data
PerFit;Person Fit
PerfMeas;PerfMeas: Performance Measures for ranking and classification tasks
performance;Assessment of Regression Models Performance
PerformanceAnalytics;Econometric Tools for Performance and Risk Analysis
performanceEstimation;An Infra-Structure for Performance Estimation of Predictive Models
pergola;Toolbox for Polyploid Genetic Data
peRiodiCS;Functions for Generating Periodic Curves
PeriodicTable;Periodic Table of the Elements
periscope;Enterprise Streamlined 'Shiny' Application Framework
perm;Exact or Asymptotic permutation tests
PermAlgo;Permutational Algorithm to Simulate Survival Data
PerMallows;Permutations and Mallows Distributions
permDep;Permutation Tests for General Dependent Truncation
permGPU;Using GPUs in Statistical Genomics
permGS;Permutational Group Sequential Test for Time-to-Event Data
permPATH;Permutation Based Gene Expression Pathway Analysis
permubiome;A Permutation Based Test for Biomarker Discovery in Microbiome Data
permuco;Permutation Tests for Regression, (Repeated Measures) ANOVA/ANCOVA and Comparison of Signals
permutations;The Symmetric Group: Permutations of a Finite Set
permute;Functions for Generating Restricted Permutations of Data
permutes;Permutation Tests for Time Series Data
perry;Resampling-based prediction error estimation for regression models
PerseusR;Perseus R Interop
persiandictionary;English to Persian dictionary
PersianStemmer;Persian Stemmer for Text Analysis
PersomicsArray;Automated Persomics Array Image Extraction
personalized;Estimation and Validation Methods for Subgroup Identification and Personalized Medicine
personograph;Pictographic Representation of Treatment Effects
perspectev;Permutation of Species During Turnover Events
peRspective;Interface to the 'Perspective' API
perturb;Tools for Evaluating Collinearity
perturbR;Random Perturbation of Count Matrices
pesel;Automatic Estimation of Number of Principal Components in PCA
PET;Simulation and Reconstruction of PET Images
PetfindeR;'Petfinder' API Wrapper
petitr;Relative Growth Rate
petrinetR;Building, Visualizing, Exporting and Replaying Petri Nets
petro.One;Statistics and Text Mining for Oil and Gas Papers from OnePetro Metadata
pewdata;Reproducible Retrieval of Pew Research Center Datasets
pez;Phylogenetics for the Environmental Sciences
pfa;Estimates False Discovery Proportion Under Arbitrary Covariance Dependence
pgam;Poisson-Gamma Additive Models
pgbart;Bayesian Additive Regression Trees Using Particle Gibbs Sampler and Gibbs/Metropolis-Hastings Sampler
pgdraw;Generate Random Samples from the Polya-Gamma Distribution
PGEE;Penalized Generalized Estimating Equations in High-Dimension
pgee.mixed;Penalized Generalized Estimating Equations for Bivariate Mixed Outcomes
pgirmess;Spatial Analysis and Data Mining for Field Ecologists
pglm;Panel Generalized Linear Models
pGLS;Generalized Least Square in comparative Phylogenetics
PGM2;Nested Resolvable Designs and their Associated Uniform Designs
pGMGM;Estimating Multiple Gaussian Graphical Models (GGM) in Penalized Gaussian Mixture Models (GMM)
pgmm;Parsimonious Gaussian Mixture Models
pgnorm;The p-Generalized Normal Distribution
pGPx;Pseudo-Realizations for Gaussian Process Excursions
pgraph;Build Dependency Graphs using Projection
PGRdup;Discover Probable Duplicates in Plant Genetic Resources Collections
pgsc;Computes Powell's Generalized Synthetic Control Estimator
ph2bayes;Bayesian Single-Arm Phase II Designs
ph2bye;Phase II Clinical Trial Design Using Bayesian Methods
ph2hetero;Stratified Adaptive Designs for Two-Stage Phase II Studies
ph2mult;Phase II Clinical Trial Design for Multinomial Endpoints
phangorn;Phylogenetic Reconstruction and Analysis
phantom;Gene Set Pareto Heterogeneity Analysis of Time-Course Gene Expression Data
PharmPow;Pharmacometric Power calculations for mixed study designs
Phase123;Simulating and Conducting Phase 123 Trials
Phase12Compare;Simulates SPSO and Efftox Phase 12 Trials with Correlated Outcomes
phase1PRMD;Personalized Repeated Measurement Design for Phase I Clinical Trials
phase1RMD;Repeated Measurement Design for Phase I Clinical Trial
phaseR;Phase Plane Analysis of One- And Two-Dimensional Autonomous ODE Systems
PhaseType;Inference for Phase-type Distributions
phateR;PHATE - Potential of Heat-Diffusion for Affinity-Based Transition Embedding
phd;Permutation Testing in High-Dimensional Linear Models
pheatmap;Pretty Heatmaps
PHEindicatormethods;Common Public Health Statistics and their Confidence Intervals
phenability;Nonparametric Stability Analysis
phenex;Auxiliary Functions for Phenological Data Analysis
PHENIX;Phenotypic Integration Index
phenmod;Auxiliary functions for phenological data processing, modelling and result handling
phenModel;Insect Phenology Model Evaluation Based on Daily Temperatures
pheno;Auxiliary functions for phenological data analysis
pheno2geno;High-Throughput Generation of Genetic Markers and Maps from Molecular Phenotypes for Crosses Between Inbred Strains
phenocamapi;Interacting with the PhenoCam Data and API
phenocamr;Facilitates 'PhenoCam' Data Access and Time Series Post-Processing
phenoCDM;Continuous Development Models for Incremental Time-Series Analysis
phenofit;Extract Remote Sensing Vegetation Phenology
phenology;Tools to Manage a Parametric Function that Describes Phenology
phenomap;Projecting Satellite-Derived Phenology in Space
phenopix;Process Digital Images of a Vegetation Cover
PhenotypeSimulator;Flexible Phenotype Simulation from Different Genetic and Noise Models
PHeval;Evaluation of the Proportional Hazards Assumption with a Standardized Score Process
phia;Post-Hoc Interaction Analysis
phiDelta;Tool for Phi Delta Analysis of Features
philentropy;Similarity and Distance Quantification Between Probability Functions
phmm;Proportional Hazards Mixed-Effects Model
phonenumber;Convert Letters to Numbers and Back as on a Telephone Keypad
phonfieldwork;Linguistic Phonetic Fieldwork Tools
phonics;Phonetic Spelling Algorithms
phonR;Tools for Phoneticians and Phonologists
phonTools;Tools for Phonetic and Acoustic Analyses
photobiology;Photobiological Calculations
photobiologyFilters;Spectral Transmittance Data for Filters
photobiologyInOut;Read Spectral and Logged Data from Foreign Files
photobiologyLamps;Spectral Irradiance Data for Lamps
photobiologyLEDs;Spectral Data for Light-Emitting-Diodes
photobiologyPlants;Plant Photobiology Related Functions and Data
photobiologySensors;Spectral Response Data for Light Sensors
photobiologySun;Data for Sunlight Spectra
photobiologyWavebands;Waveband Definitions for UV, VIS, and IR Radiation
photosynthesis;Model C3 Photosynthesis
phrasemachine;Simple Phrase Extraction
phreeqc;R Interface to Geochemical Modeling Software
phtt;Panel Data Analysis with Heterogeneous Time Trends
phuassess;Proportional Habitat Use Assessment
phuse;Web Application Framework for 'PhUSE' Scripts
PhViD;PharmacoVigilance Signal Detection
Phxnlme;Run Phoenix NLME and Perform Post-Processing
phybreak;Analysis of Outbreaks with Sequence Data
phyclust;Phylogenetic Clustering (Phyloclustering)
phyext2;An Extension (for Package 'SigTree') of Some of the Classes in Package 'phylobase'
PhyInformR;Rapid Calculation of Phylogenetic Information Content
phylin;Spatial Interpolation of Genetic Data
phylobase;Base Package for Phylogenetic Structures and Comparative Data
phylocanvas;Interactive Phylogenetic Trees Using the 'Phylocanvas' JavaScript Library
phyloclim;Integrating Phylogenetics and Climatic Niche Modeling
phylocomr;Interface to 'Phylocom'
phylocurve;Phylogenetic Comparative Methods for High-Dimensional Traits
PhylogeneticEM;Automatic Shift Detection using a Phylogenetic EM
PHYLOGR;Functions for Phylogenetically Based Statistical Analyses
phylogram;Dendrograms for Evolutionary Analysis
phyloland;Modelling Competitive Exclusion and Limited Dispersal in a Statistical Phylogeographic Framework
phylolm;Phylogenetic Linear Regression
PhyloMeasures;Fast and Exact Algorithms for Computing Phylogenetic Biodiversity Measures
phylometrics;Estimating Statistical Errors of Phylogenetic Metrics
phylopath;Perform Phylogenetic Path Analysis
phyloseqGraphTest;Graph-Based Permutation Tests for Microbiome Data
phylosignal;Exploring the Phylogenetic Signal in Continuous Traits
phylosim;Flexible Simulations of Biological Sequence Evolution
phylotaR;Automated Phylogenetic Sequence Cluster Identification from 'GenBank'
phylotate;Phylogenies with Annotations
phylotools;Phylogenetic Tools for Eco-Phylogenetics
phyloTop;Calculating Topological Properties of Phylogenies
phyr;Model Based Phylogenetic Analysis
phyreg;The Phylogenetic Regression of Grafen (1989)
PhysActBedRest;Marks Periods of 'Bedrest' in Actigraph Accelerometer Data
PhysicalActivity;Process Accelerometer Data for Physical Activity Measurement
physiology;Calculate physiologic characteristics of awake and anesthetized adults, children and infants
PhySortR;A Fast, Flexible Tool for Sorting Phylogenetic Trees
phytools;Phylogenetic Tools for Comparative Biology (and Other Things)
phytotools;Phytoplankton Production Tools
picante;Integrating Phylogenies and Ecology
picasso;Pathwise Calibrated Sparse Shooting Algorithm
pid;Process Improvement using Data
PieceExpIntensity;Bayesian Model to Find Changepoints Based on Rates and Count Data
piecepackr;Board Game Graphics
piecewiseSEM;Piecewise Structural Equation Modeling
pifpaf;Potential Impact Fraction and Population Attributable Fraction for Cross-Sectional Data
PIGE;Self Contained Gene Set Analysis for Gene- And Pathway-Environment Interaction Analysis
piggyback;Managing Larger Data on a GitHub Repository
PIGShift;Polygenic Inverse Gamma Shifts
Pijavski;Global Univariate Minimization
pillar;Coloured Formatting for Columns
pim;Fit Probabilistic Index Models
pimeta;Prediction Intervals for Random-Effects Meta-Analysis
pinbasic;Fast and Stable Estimation of the Probability of Informed Trading (PIN)
pinfsc50;"Sequence ('FASTA'), Annotation ('GFF') and Variants ('VCF') for 17 Samples of 'P. Infestans"" and 1 'P. Mirabilis'"
pingers;Identify, Ping, and Log Internet Provider Connection Data
pingr;Check if a Remote Computer is Up
pinnacle.API;A Wrapper for the Pinnacle API
pinnacle.data;Market Odds Data from Pinnacle
pinochet;Data About the Victims of the Pinochet Regime, 1973-1990
pinp;'pinp' is not 'PNAS'
pins;Pin, Discover and Share Resources
PINSPlus;Clustering Algorithm for Data Integration and Disease Subtyping
pinyin;Convert Chinese Characters into Pinyin, Sijiao, Wubi or Other Codes
pipe.design;Dual-Agent Dose Escalation for Phase I Trials using the PIPE Design
pipefittr;Convert Nested Functions to Pipes
pipeGS;Permutation p-Value Estimation for Gene Set Tests
pipeliner;Machine Learning Pipelines for R
pipeR;Multi-Paradigm Pipeline Implementation
PIPS;Predicted Interval Plots
pirate;Generated Effect Modifier
piratings;Calculate Pi Ratings for Teams Competing in Sport Matches
pitchRx;Tools for Harnessing 'MLBAM' 'Gameday' Data and Visualizing 'pitchfx'
piton;Parsing Expression Grammars in Rcpp
pivmet;Pivotal Methods for Bayesian Relabelling and k-Means Clustering
PivotalR;A Fast, Easy-to-Use Tool for Manipulating Tables in Databases and a Wrapper of MADlib
pivotaltrackR;A Client for the 'Pivotal Tracker' API
pivottabler;Create Pivot Tables in R
pixels;Tools for Working with Image Pixels
pixiedust;Tables so Beautifully Fine-Tuned You Will Believe It's Magic
pixmap;Bitmap Images (“Pixel Maps”)
PK;Basic Non-Compartmental Pharmacokinetics
PKconverter;The Parameter Converter of the Pharmacokinetic Models
pkgbuild;Find Tools Needed to Build R Packages
pkgcache;Cache 'CRAN'-Like Metadata and R Packages
pkgcond;Classed Error and Warning Conditions
pkgconfig;Private Configuration for 'R' Packages
pkgdown;Make Static HTML Documentation for a Package
pkgfilecache;Download and Manage Optional Package Data
pkggraph;A Consistent and Intuitive Platform to Explore the Dependencies of Packages on the Comprehensive R Archive Network Like Repositories
pkgKitten;Create Simple Packages Which Do not Upset R Package Checks
pkgload;Simulate Package Installation and Attach
pkgmaker;Development Utilities for R Packages
pkgnet;Get Network Representation of an R Package
PKgraph;Model diagnostics for population pharmacokinetic models
pkgsearch;Search and Query CRAN R Packages
pkgverse;Build a Meta-Package Universe
PKI;Public Key Infrastucture for R Based on the X.509 Standard
pkmon;Least-Squares Estimator under k-Monotony Constraint for Discrete Functions
PKNCA;Perform Pharmacokinetic Non-Compartmental Analysis
PKPDmisc;Pharmacokinetic and Pharmacodynamic Data Management Functions
PKPDmodels;Pharmacokinetic/pharmacodynamic models
pkr;Pharmacokinetics in R
PKreport;A reporting pipeline for checking population pharmacokinetic model assumption
pks;Probabilistic Knowledge Structures
pKSEA;Prediction-Based Kinase-Substrate Enrichment Analysis
pksensi;Global Sensitivity Analysis in Physiologically Based Kinetic Modeling
pla;Parallel Line Assays
plac;A Pairwise Likelihood Augmented Cox Estimator for Left-Truncated Data
placer;PLastic ACcumulation Estimate using R (PLACER)
PlackettLuce;Plackett-Luce Models for Rankings
plainview;Plot Raster Images Interactively on a Plain HTML Canvas
plan;Tools for Project Planning
planar;Multilayer Optics
Planesmuestra;Functions for Calculating Dodge Romig, MIL STD 105E and MIL STD 414 Acceptance Sampling Plan
planets;Simple and Accessible Data from all Known Planets
planor;Generation of Regular Factorial Designs
plantecophys;Modelling and Analysis of Leaf Gas Exchange Data
plaqr;Partially Linear Additive Quantile Regression
PlasmaMutationDetector;Tumor Mutation Detection in Plasma
Plasmidprofiler;Visualization of Plasmid Profile Results
Plasmode;'Plasmode' Simulation
plater;Read, Tidy, and Display Data from Microtiter Plates
platetools;Tools and Plots for Multi-Well Plates
PlayerRatings;Dynamic Updating Methods for Player Ratings Estimation
plde;Penalized Log-Density Estimation Using Legendre Polynomials
pleiades;Interface to the 'Pleiades' 'Archeological' Database
pleio;Pleiotropy Test for Multiple Traits on a Genetic Marker
plethem;Population Life Course Exposure to Health Effects Modeling
plfm;Probabilistic Latent Feature Analysis
plfMA;A GUI to View, Design and Export Various Graphs of Data
plgp;Particle Learning of Gaussian Processes
plink;IRT Separate Calibration Linking Methods
plinkQC;Genotype Quality Control with 'PLINK'
PLIS;Multiplicity control using Pooled LIS statistic
plm;Linear Models for Panel Data
PLMIX;Bayesian Analysis of Finite Mixtures of Plackett-Luce Models for Partial Rankings/Orderings
PLmixed;Estimate (Generalized) Linear Mixed Models with Factor Structures
plmm;Partially Linear Mixed Effects Model
pln;Polytomous logit-normit (graded logistic) model estimation
PLNmodels;Poisson Lognormal Models
plogr;The 'plog' C++ Logging Library
PLordprob;Multivariate Ordered Probit Model via Pairwise Likelihood
plot.matrix;Visualizes a Matrix as Heatmap
plot3D;Plotting Multi-Dimensional Data
plot3Drgl;Plotting Multi-Dimensional Data - Using 'rgl'
plot3logit;Ternary Plots for Trinomial Regression Models
PlotContour;Plot Contour Line
plotdap;Easily Visualize Data from 'ERDDAP' Servers via the 'rerddap' Package
plotfunctions;Various Functions to Facilitate Visualization of Data and Analysis
plotGMM;Tools for Visualizing Gaussian Mixture Models
plotGoogleMaps;Plot Spatial or Spatio-Temporal Data Over Google Maps
plothelper;New Plots Based on 'ggplot2' and Functions to Create Regular Shapes
plotKML;Visualization of Spatial and Spatio-Temporal Objects in Google Earth
plotluck;"'ggplot2' Version of ""I'm Feeling Lucky!"""
plotly;Create Interactive Web Graphics via 'plotly.js'
plotlyGeoAssets;Render 'Plotly' Maps without an Internet Connection
plotMCMC;MCMC Diagnostic Plots
plotMElm;Plot Marginal Effects from Linear Models
plotmo;Plot a Model's Residuals, Response, and Partial Dependence Plots
plotpc;Plot Principal Component Histograms Around a Scatter Plot
PlotPrjNetworks;Useful Networking Tools for Project Management
plotprotein;Development of Visualization Tools for Protein Sequence
PlotRegionHighlighter;Creates an envelope that surrounds a set of points plotted in a two dimensional space
plotrix;Various Plotting Functions
plotROC;Generate Useful ROC Curve Charts for Print and Interactive Use
plotrr;Making Visual Exploratory Data Analysis with Nested Data Easier
plotscale;Scale Graphics Devices Using Plot Dimensions
plotSEMM;Graphing Nonlinear Relations Among Latent Variables from Structural Equation Mixture Models
plotwidgets;Spider Plots, ROC Curves, Pie Charts and More for Use in Other Plots
plRasch;Log Linear by Linear Association models and Rasch family models by pseudolikelihood estimation
PLRModels;Statistical inference in partial linear regression models
pls;Partial Least Squares and Principal Component Regression
PLSbiplot1;The Partial Least Squares (PLS) Biplot
plsdepot;Partial Least Squares (PLS) Data Analysis Methods
plsdof;Degrees of Freedom and Statistical Inference for Partial Least Squares Regression
plsgenomics;PLS Analyses for Genomics
plsmselect;Linear and Smooth Predictor Modelling with Penalisation and Variable Selection
plspm;Tools for Partial Least Squares Path Modeling (PLS-PM)
plspm.formula;Formula Based PLS Path Modeling
plsr;Pleasure - Partial Least Squares Analysis with Permutation Testing
plsRbeta;Partial Least Squares Regression for Beta Regression Models
plsRcox;Partial Least Squares Regression for Cox Models and Related Techniques
plsRglm;Partial Least Squares Regression for Generalized Linear Models
plsVarSel;Variable Selection in Partial Least Squares
pltesim;Simulate Probabilistic Long-Term Effects in Models with Temporal Dependence
plugdensity;Plug-in Kernel Density Estimation
plumber;An API Generator for R
plumbr;Mutable and dynamic data models
plus;Penalized Linear Unbiased Selection
pluscode;Encoder for Google 'Pluscodes'
plusser;A Google+ Interface for R
plyr;Tools for Splitting, Applying and Combining Data
pm4py;Interface to the 'PM4py' Process Mining Library
PMA;Penalized Multivariate Analysis
pmc;Phylogenetic Monte Carlo
pmcgd;pmcgd
pmclust;Parallel Model-Based Clustering using Expectation-Gathering-Maximization Algorithm for Finite Mixture Gaussian Model
PMCMR;Calculate Pairwise Multiple Comparisons of Mean Rank Sums
PMCMRplus;Calculate Pairwise Multiple Comparisons of Mean Rank Sums Extended
pmd;Paired Mass Distance Analysis for GC/LC-MS Based Non-Targeted Analysis
pmdplyr;'dplyr' Extension for Common Panel Data Maneuvers
pmhtutorial;Minimal Working Examples for Particle Metropolis-Hastings
pMineR;Processes Mining in Medicine
PML;Penalized Multi-Band Learning for Circadian Rhythm Analysis Using Actigraphy
PMmisc;P&M Miscellaneous R Functions
pmml;Generate PMML for Various Models
pmmlTransformations;Transforms Input Data from a PMML Perspective
pmpp;Posterior Mean Panel Predictor
pmr;Probability Models for Ranking Data
pmsampsize;Calculates the Minimum Sample Size Required for Developing a Multivariable Prediction Model
pmultinom;One-Sided Multinomial Probabilities
PMwR;Portfolio Management with R
pmxTools;Pharmacometric and Pharmacokinetic Toolkit
PNADcIBGE;Downloading, Reading and Analysing PNADc Microdata
png;Read and write PNG images
pnmtrem;Probit-Normal Marginalized Transition Random Effects Models
pnn;Probabilistic neural networks
PoA;Finds the Price of Anarchy for Routing Games
POCRE;Penalized Orthogonal-Components Regression
pocrm;Dose Finding in Drug Combination Phase I Trials Using PO-CRM
POD;Probability of Detection for Qualitative PCR Methods
POET;Principal Orthogonal ComplEment Thresholding (POET) Method
pogit;Bayesian Variable Selection for a Poisson-Logistic Model
PogromcyDanych;PogromcyDanych / DataCrunchers is the Masive Online Open Course that Brings R and Statistics to the People
poibin;The Poisson Binomial Distribution
PoiClaClu;Classification and Clustering of Sequencing Data Based on a Poisson Model
poilog;Poisson lognormal and bivariate Poisson lognormal distribution
POINT;Protein Structure Guided Local Test
pointblank;Validation of Local and Remote Data Tables
pointdensityP;Point Density for Geospatial Data
pointdexter;Labels Points Inside Polygons
PointFore;Interpretation of Point Forecasts as State-Dependent Quantiles and Expectiles
pointRes;Analyzing Pointer Years and Components of Resilience
poio;"Input/Output Functionality for ""PO"" and ""POT"" Message Translation Files"
PoisBinNonNor;Data Generation with Poisson, Binary and Continuous Components
poisbinom;A Faster Implementation of the Poisson-Binomial Distribution
PoisBinOrd;Data Generation with Poisson, Binary and Ordinal Components
PoisBinOrdNonNor;Generation of Up to Four Different Types of Variables
PoisBinOrdNor;Data Generation with Poisson, Binary, Ordinal and Normal Components
poisDoubleSamp;Confidence Intervals with Poisson Double Sampling
poisFErobust;Poisson Fixed Effects Robust
poismf;Factorization of Sparse Counts Matrices Through Poisson Likelihood
PoisNonNor;Simultaneous Generation of Count and Continuous Data
PoisNor;Simultaneous Generation of Multivariate Data with Poisson and Normal Marginals
poisson;Simulating Homogenous & Non-Homogenous Poisson Processes
poisson.glm.mix;Fit high dimensional mixtures of Poisson GLMs
poissonMT;Robust M-Estimators Based on Transformations for Poisson Model
PoissonPCA;Poisson-Noise Corrected PCA
PoissonSeq;Significance analysis of sequencing data based on a Poisson log linear model
poistweedie;Poisson-Tweedie exponential family models
poker;Play Texas Hold Em Poker
poLCA;Polytomous variable Latent Class Analysis
polidata;Political Data Interface in R
poliscidata;Datasets and Functions Featured in Pollock and Edwards, An R Companion to Essentials of Political Analysis, Second Edition
polite;Be Nice on the Web
politeness;Detecting Politeness Features in Text
politicaldata;Tools for Acquiring and Analyzing Political Data
pollen;Analysis of Aerobiological Data
pollimetry;Estimate Pollinator Body Size and Co-Varying Ecological Traits
pollstR;Client for the HuffPost Pollster API
polmineR;Toolkit for Corpus Analysis
polspline;Polynomial Spline Routines
polyaAeppli;Implementation of the Polya-Aeppli distribution
polyapost;Simulating from the Polya Posterior
Polychrome;Qualitative Palettes with Many Colors
polyclip;Polygon Clipping
polycor;Polychoric and Polyserial Correlations
polyCub;Cubature over Polygonal Domains
polyfreqs;Bayesian Population Genomics in Autopolyploids
polyglot;Learn Foreign Language Vocabulary
polylabelr;Find the Pole of Inaccessibility (Visual Center) of a Polygon
polymapR;Linkage Analysis in Outcrossing Polyploids
polynom;A Collection of Functions to Implement a Class for Univariate Polynomial Manipulations
PolynomF;Polynomials in R
PolyPatEx;Paternity Exclusion in Autopolyploid Species
polyPK;The Pharmacokinetics (PK) of Multi-Component Drugs Using a Metabolomics Approach
polypoly;Helper Functions for Orthogonal Polynomials
polyRAD;Genotype Calling with Uncertainty from Sequencing Data in Polyploids and Diploids
polyreg;Polynomial Regression
polysat;Tools for Polyploid Microsatellite Analysis
